label,message
spam,Pay ₹50 today and win a smartphone. Limited time only! offer.link/win
spam,Get 1000 followers instantly for free. Just click tinyurl.com/claimnow
ham,Just checking in. How's everything going with you?
spam,Congratulations! You've won a 500 EUR gift card. Click here: tinyurl.com/claimnow
ham,Can you send me the notes from yesterday's class?
spam,Hey there! Want to make $5000/week from home? DM me now!
spam,You've been selected! Redeem your prize now at offer.link/win
spam,Act now to secure your free trial of iPhone. Offer expires today!
spam,You’re approved for a loan up to 5000 USD. Apply at offer.link/win
spam,You've been selected! Redeem your prize now at bit.ly/free-win
spam,You’re approved for a loan up to 500 EUR. Apply at tinyurl.com/claimnow
spam,Claim your free iPhone now. Limited time offer: bit.ly/free-win
ham,Thanks for the help earlier. Really appreciate it!
spam,Your mobile number has won 1000 INR. Contact us at tinyurl.com/claimnow
spam,Final notice: You're eligible for a tax refund. Submit details at clicknow.com/deal
ham,"Hey, are we still meeting at 10 AM today?"
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Can you send me the notes from yesterday's class?
spam,Get 1000 followers instantly for free. Just click bit.ly/free-win
spam,Your mobile number has won 5000 EUR. Contact us at offer.link/win
ham,Reminder: Team meeting scheduled for tomorrow at 3 PM.
spam,"Limited time offer! Buy one iPhone, get one free. Visit: bit.ly/free-win"
spam,Congratulations! You've won a 1000 GBP gift card. Click here: offer.link/win
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Dinner plans confirmed at Bali for tonight!
spam,You’re approved for a loan up to 5000 EUR. Apply at clicknow.com/deal
ham,Call me when you're free. Need to discuss something important.
ham,Just checking in. How's everything going with you?
spam,Final notice: You're eligible for a tax refund. Submit details at offer.link/win
ham,Thanks for the help earlier. Really appreciate it!
spam,You have been selected for a free vacation to Goa. Confirm now at tinyurl.com/claimnow
ham,Please find the attached invoice for this month's services.
spam,Act now to secure your free trial of gift box. Offer expires today!
spam,Your mobile number has won 5000 GBP. Contact us at clicknow.com/deal
spam,Congratulations! You've won a 1000 INR gift card. Click here: tinyurl.com/claimnow
spam,Win a 500 GBP cash prize. Act fast! bit.ly/free-win
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Your mobile number has won 500 INR. Contact us at bit.ly/free-win
ham,Just checking in. How's everything going with you?
spam,Free prize alert! Claim your laptop now. Go to tinyurl.com/claimnow
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Dinner plans confirmed at Goa for tonight!
ham,"Hey, are we still meeting at 3 PM today?"
spam,Act now to secure your free trial of iPhone. Offer expires today!
spam,Win a 5000 USD cash prize. Act fast! tinyurl.com/claimnow
spam,You have been selected for a free vacation to the Maldives. Confirm now at bit.ly/free-win
spam,Congratulations! You've won a 100 USD gift card. Click here: clicknow.com/deal
spam,"Limited time offer! Buy one gift box, get one free. Visit: offer.link/win"
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,You've been selected! Redeem your prize now at bit.ly/free-win
spam,Win a 100 EUR cash prize. Act fast! clicknow.com/deal
spam,Win a 500 EUR cash prize. Act fast! offer.link/win
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Meeting rescheduled to noon. Please confirm availability.
spam,Act now to secure your free trial of gift box. Offer expires today!
spam,Your mobile number has won 1000 INR. Contact us at bit.ly/free-win
ham,Dinner plans confirmed at Paris for tonight!
spam,Get 1000 followers instantly for free. Just click bit.ly/free-win
spam,You’re approved for a loan up to 5000 USD. Apply at bit.ly/free-win
spam,Hey there! Want to make $5000/week from home? DM me now!
spam,Free Netflix account for 1 year. Join here: tinyurl.com/claimnow
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
spam,Win a 5000 INR cash prize. Act fast! tinyurl.com/claimnow
spam,Act now to secure your free trial of laptop. Offer expires today!
spam,Congratulations! You have been selected for a VIP membership. Click: tinyurl.com/claimnow
ham,Let’s book tickets for the movie tonight.
ham,"Hey, are we still meeting at noon today?"
ham,"Hey, what's your plan for this weekend?"
ham,Just checking in. How's everything going with you?
spam,You’re approved for a loan up to 1000 INR. Apply at tinyurl.com/claimnow
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,Can you send me that PDF when you're done?
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
ham,Can you send me that PDF when you're done?
ham,"Hey, are we still meeting at 10 AM today?"
ham,Thanks for the help earlier. Really appreciate it!
spam,Final notice: You're eligible for a tax refund. Submit details at offer.link/win
ham,What time are we leaving for the airport?
ham,What time are we leaving for the airport?
spam,Your mobile number has won 500 USD. Contact us at bit.ly/free-win
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,What time are we leaving for the airport?
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
spam,Your mobile number has won 500 GBP. Contact us at clicknow.com/deal
spam,You've been selected! Redeem your prize now at bit.ly/free-win
spam,Get 1000 followers instantly for free. Just click offer.link/win
ham,Your order #4563 has been shipped and will arrive by Monday.
ham,Can you send me the notes from yesterday's class?
ham,Thanks for the help earlier. Really appreciate it!
spam,You’re approved for a loan up to 5000 USD. Apply at bit.ly/free-win
ham,Can you send me the notes from yesterday's class?
ham,Let’s book tickets for the movie tonight.
ham,"Hey, what's your plan for this weekend?"
ham,What time are we leaving for the airport?
ham,What time are we leaving for the airport?
spam,Congratulations! You've won a 100 GBP gift card. Click here: tinyurl.com/claimnow
ham,Just checking in. How's everything going with you?
spam,Congratulations! You have been selected for a VIP membership. Click: tinyurl.com/claimnow
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,Meeting rescheduled to 3 PM. Please confirm availability.
spam,Join our exclusive crypto airdrop today. Limited slots: clicknow.com/deal
spam,You are the lucky winner of our holiday sweepstakes! Confirm at bit.ly/free-win
ham,Please find the attached invoice for this month's services.
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,Dinner plans confirmed at Bali for tonight!
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
ham,Let’s book tickets for the movie tonight.
spam,Pay ₹50 today and win a smartphone. Limited time only! bit.ly/free-win
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,Let's catch up over lunch tomorrow!
spam,"Limited time offer! Buy one iPhone, get one free. Visit: clicknow.com/deal"
ham,"Hey, what's your plan for this weekend?"
ham,Please find the attached invoice for this month's services.
spam,You’re approved for a loan up to 100 EUR. Apply at offer.link/win
ham,Let's catch up over lunch tomorrow!
ham,Reminder: Team meeting scheduled for tomorrow at 5:30 PM.
spam,You have been selected for a free vacation to the Maldives. Confirm now at offer.link/win
spam,"Limited time offer! Buy one iPhone, get one free. Visit: clicknow.com/deal"
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
ham,Call me when you're free. Need to discuss something important.
ham,Thanks for the help earlier. Really appreciate it!
ham,Can you send me that PDF when you're done?
ham,"Hey, are we still meeting at noon today?"
ham,Let’s book tickets for the movie tonight.
ham,Your order #4563 has been shipped and will arrive by Monday.
spam,Free trial of our antivirus software ends soon. Renew now at offer.link/win
ham,Just checking in. How's everything going with you?
spam,"Limited time offer! Buy one headphones, get one free. Visit: bit.ly/free-win"
ham,Your package has been delivered. Check your doorstep.
ham,Don't forget to pick up groceries on your way home.
spam,You’re approved for a loan up to 500 USD. Apply at bit.ly/free-win
ham,Call me when you're free. Need to discuss something important.
ham,Can you send me the notes from yesterday's class?
spam,Claim your free headphones now. Limited time offer: bit.ly/free-win
ham,Let's catch up over lunch tomorrow!
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,Let's catch up over lunch tomorrow!
spam,Pay ₹50 today and win a smartphone. Limited time only! bit.ly/free-win
spam,Act now to secure your free trial of iPhone. Offer expires today!
spam,Act now to secure your free trial of headphones. Offer expires today!
spam,"Limited time offer! Buy one iPhone, get one free. Visit: tinyurl.com/claimnow"
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Let’s book tickets for the movie tonight.
ham,Just checking in. How's everything going with you?
ham,"Hey, are we still meeting at 10 AM today?"
ham,What time are we leaving for the airport?
spam,You’re approved for a loan up to 1000 EUR. Apply at offer.link/win
ham,"Hey, what's your plan for this weekend?"
spam,You’re approved for a loan up to 100 GBP. Apply at clicknow.com/deal
spam,"Dear user, your account will be deactivated. Verify immediately at clicknow.com/deal"
ham,Dinner plans confirmed at Bali for tonight!
spam,Free trial of our antivirus software ends soon. Renew now at tinyurl.com/claimnow
ham,What time are we leaving for the airport?
spam,Congratulations! You've won a 1000 INR gift card. Click here: tinyurl.com/claimnow
spam,You’re approved for a loan up to 100 EUR. Apply at bit.ly/free-win
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,Final notice: You're eligible for a tax refund. Submit details at tinyurl.com/claimnow
spam,You’re approved for a loan up to 5000 EUR. Apply at clicknow.com/deal
spam,Win a 1000 EUR cash prize. Act fast! bit.ly/free-win
spam,Win a 100 USD cash prize. Act fast! tinyurl.com/claimnow
ham,Your package has been delivered. Check your doorstep.
ham,Thanks for the help earlier. Really appreciate it!
ham,Let's catch up over lunch tomorrow!
spam,Lucky winner! Free iPhone just for you. Click clicknow.com/deal
spam,Congratulations! You have been selected for a VIP membership. Click: bit.ly/free-win
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Free Netflix account for 1 year. Join here: clicknow.com/deal
ham,Your order #4563 has been shipped and will arrive by Monday.
spam,Your mobile number has won 5000 EUR. Contact us at offer.link/win
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
spam,Win a 500 GBP cash prize. Act fast! bit.ly/free-win
spam,"Limited time offer! Buy one gift box, get one free. Visit: bit.ly/free-win"
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,Join our exclusive crypto airdrop today. Limited slots: bit.ly/free-win
spam,You are the lucky winner of our holiday sweepstakes! Confirm at bit.ly/free-win
